0.0 2.90236115694e+51 1.35968084526e+50 324.622410721 0.00315988600634 72.8741762438 
1.0 2.53867034783e+52 2.33018963997e+51 156.949481823 0.0858395323641 47.3567858771 
2.0 1.04028663061e+52 8.95518860071e+50 108.172143535 0.111913978425 40.0432947717 
3.0 7.23226392734e+51 6.27500383974e+50 93.7705464457 0.109650663448 35.799367082 
4.0 4.87194741047e+51 4.41914179204e+50 80.0434593728 0.125486816373 31.5657568775 
5.0 3.30146479072e+51 3.12606282899e+50 76.9390229907 0.149926667082 29.8659419994 
6.0 1.64296143965e+51 1.59288191555e+50 60.3831265136 0.249693080707 25.1265176097 
7.0 8.92782382337e+50 8.53856325927e+49 66.695306186 0.211786906739 20.2821377222 
8.0 5.22837826612e+50 4.5852677369e+49 50.8059326502 0.33384509407 16.3163554815 
9.0 3.25145912038e+50 2.44538773187e+49 34.3702666388 0.587440501332 12.9628049932 
10.0 2.1329608157e+50 1.29925983028e+49 23.6112169384 0.945013035495 10.1759254651 
11.0 1.4796954125e+50 6.96862275823e+48 14.5781788418 1.75063112909 8.29795416812 
12.0 1.08581194591e+50 4.15494397635e+48 9.33570711174 2.75118008977 7.06417249464 
13.0 7.91195955586e+49 2.55506427643e+48 7.74905801076 5.82714820003 6.1442238851 
14.0 5.78645094637e+49 1.61895181329e+48 5.92446144839 8.49768004406 5.48090237724 
15.0 4.48861683052e+49 1.07308723406e+48 5.52727840027 8.86130397653 4.95644246481 
16.0 3.6617908538e+49 7.22827522869e+47 5.18848695156 10.7201137474 4.54200723855 
17.0 3.10272068885e+49 5.12634956132e+47 4.47147659704 13.1275816327 4.18463156327 
18.0 2.7578955521e+49 3.68740573277e+47 3.90525240931 16.4653260154 3.89302858556 
19.0 2.54253946415e+49 2.56414517376e+47 4.12737353657 8.20249686219 3.66048303974 
20.0 2.35490328652e+49 1.87188321296e+47 3.72997183472 9.51775956837 3.46779220326 
21.0 2.17345554698e+49 1.40467019381e+47 3.51596410467 9.64623374926 3.30215751172 
22.0 2.03607756018e+49 1.09733855829e+47 3.34499949929 10.6566807387 3.12646353222 
23.0 1.89298576924e+49 8.5902884235e+46 2.89282501705 13.4620579658 2.95392250772 
24.0 1.7996477038e+49 6.92249736022e+46 3.03150972579 11.8691281705 2.81637197746 
25.0 1.72785543531e+49 5.56098089483e+46 2.64691466355 14.7085738718 2.68762065904 
26.0 1.6601836913e+49 4.4435190782e+46 2.84591711747 14.2707833819 2.55986613775 
27.0 1.5801258221e+49 3.5533623562e+46 2.48683185483 15.9226527855 2.44216881195 
28.0 1.48353002353e+49 2.93640470309e+46 2.61108329666 16.6150527993 2.33877048024 
29.0 1.36692983821e+49 2.41540183763e+46 2.28913876805 18.8290992237 2.24027686876 
30.0 1.2399385638e+49 2.00817130123e+46 2.17397634411 21.2170231432 2.1497733414 
31.0 1.10976557471e+49 1.66834692666e+46 1.94747274552 24.0875795953 2.05661958239 
32.0 9.83503590524e+48 1.41124317535e+46 1.95264523799 24.6311269408 1.97346971047 
33.0 8.6927627714e+48 1.1952122563e+46 2.02345497557 23.5247470776 1.8912779554 
34.0 7.72096337175e+48 1.01924696743e+46 1.82850108908 26.7452808672 1.81553805389 
35.0 6.84207106664e+48 8.66129340142e+45 2.23563499473 25.6720154335 1.74367355018 
36.0 6.11015144651e+48 7.30007423114e+45 2.24480089807 25.2986223705 1.67719515269 
37.0 5.47241507005e+48 6.12491895842e+45 1.08204425418 125.909454722 1.61489277022 
38.0 4.88370652449e+48 5.12194957793e+45 1.10849832691 133.755838769 1.55934177935 
39.0 4.40833555997e+48 4.3017977433e+45 1.02613985534 141.821418094 1.50678675827 
40.0 3.89981235933e+48 3.59897693504e+45 1.07890039249 127.637697066 1.46226495534 
41.0 3.47347949542e+48 3.07142868935e+45 1.03132003195 137.356550695 1.42518246323 
42.0 3.0842072162e+48 2.68566506696e+45 1.08113331574 124.590543084 1.39687310656 
43.0 2.75865306114e+48 2.43029642001e+45 0.574638100386 198.745526999 1.37728300728 
44.0 2.51727965057e+48 2.27845866444e+45 0.604722300506 185.698232986 1.36564511224 
45.0 2.30673208508e+48 2.19661919519e+45 0.610856135851 184.501347203 1.36144287395 
46.0 2.16020622811e+48 2.17294959225e+45 0.578509383971 190.451024225 1.3605476332 
47.0 2.05921278979e+48 2.15241620221e+45 0.596552702043 187.169058064 1.35835842431 
48.0 1.9716408499e+48 2.13738315151e+45 0.578347981518 193.513891705 1.35629352987 
49.0 1.90760387867e+48 2.12547117974e+45 0.567736965302 202.828558927 1.35517239612 
50.0 1.87104552453e+48 2.14240282591e+45 0.568081418195 202.502234153 1.35541123108 
51.0 1.83719153719e+48 2.11980300249e+45 0.555178057799 201.785954479 1.35491458884 
52.0 1.80737287264e+48 2.07730067257e+45 0.578246907104 195.354208419 1.35287909551 
53.0 1.78130950108e+48 2.02703230805e+45 0.580017969881 194.563446028 1.34911512784 
54.0 1.76541742068e+48 1.98455760895e+45 0.595580313426 188.811885463 1.34403769319 
55.0 1.76790651295e+48 1.9485260123e+45 0.579744179018 196.487621404 1.33742088598 
56.0 1.76865504628e+48 1.92138516978e+45 0.592189950209 189.632267665 1.33071932105 
57.0 1.77250179074e+48 1.88557997559e+45 0.577939792905 194.257160593 1.32264710568 
58.0 1.77379751145e+48 1.84952000117e+45 0.583100619934 196.367254861 1.31391757892 
59.0 1.75727488801e+48 1.8051647454e+45 0.597328721469 198.979786277 1.30534546584 
60.0 1.72481201414e+48 1.7367869252e+45 0.568220800992 212.095638207 1.29578703065 
61.0 1.66813671321e+48 1.65840219215e+45 0.593761467601 206.047511337 1.2857352802 
62.0 1.58083752109e+48 1.55760562867e+45 0.582976539262 212.083263697 1.27597291832 
63.0 1.46706836171e+48 1.44694799635e+45 0.606859079552 203.14582581 1.26716626479 
64.0 1.32284517664e+48 1.31438845943e+45 0.514397627403 350.878658455 1.25911047911 
65.0 1.21051002891e+48 1.19500603036e+45 0.411613422594 513.477167897 1.24978798042 
66.0 1.06362254031e+48 1.05362670555e+45 0.372481857828 587.925875483 1.24160789761 
67.0 9.16656490661e+47 9.18336069734e+44 0.354436788909 641.562679855 1.23520642354 
68.0 7.91956206231e+47 7.94189028987e+44 0.35055699461 661.759078156 1.22730365523 
69.0 6.46451198465e+47 6.62938401893e+44 0.369281200259 554.327694066 1.22466762521 
70.0 5.29707022851e+47 5.58020377382e+44 0.343455742207 656.589909356 1.22098589508 
71.0 4.20273421639e+47 4.54755813099e+44 0.355210070447 552.537860478 1.21957826405 
72.0 3.16128411353e+47 3.59486096966e+44 0.41424118688 393.012570694 1.220847312 
73.0 2.43265031851e+47 2.87067839361e+44 0.579716226709 317.169258991 1.22118003908 
